data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
2804620,466,MLI1376,1376.0,"27 February 2017",2017,1,Riots/Protests,"Protesters (Mali)","Ganda Izo Ethnic Militia (Mali)",6,,,0,60,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,"Xinhua News Agency - French",International,"About 2,000 armed members of the Ganda Izo vigilante group picketed the regional assembly to demand the cancellation of the implementation of interim authorities.",0,1548448862,MLI
3147001,466,MLI1375,1375.0,"25 February 2017",2017,1,Riots/Protests,"Rioters (Mali)","Muslim Group (Mali)",5,,,0,50,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,"AFP -- English; AFP",International,"Dozens of allegedly ""well-organized"" young Muslims ransacked bars and liquor stalls in Timbuktu during a protest against alcohol.",0,1551130534,MLI
3105591,466,MLI1374,1374.0,"21 February 2017",2017,1,"Battle-No change of territory","Islamist Militia (Mali)",,3,"Bambara Ethnic Militia (Mali)",,4,34,"Western Africa",Mali,Segou,Niono,Diabaly,Diabaly,14.68,-6.016,2,"Human Rights Watch",Other,"10 Dozo hunters (Bambara) were killed and 13 wounded when they were ambushed by Islamist militants in the Diabaly area.",10,1550780198,MLI
3105596,466,MLI1373,1373.0,"20 February 2017",2017,1,"Battle-No change of territory","Military Forces of France",,8,"Islamist Militia (Mali)",,3,38,"Western Africa",Mali,Kidal,Abeibara,Boghassa,Boughessa,20.02,2.2611,2,"RFI; MENASTREAM",Subnational-international,"2 suspected Islamist militants were killed and 3 arrested in an early-morning operation by French Barkhane forces in Tin Afaghout in the Boughessa area.",2,1550780198,MLI
3105598,466,MLI1372,1372.0,"20 February 2017",2017,1,"Violence against civilians","Dozo Militia",,4,"Civilians (Mali)","Fulani Ethnic Group (Mali)",7,47,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,"Human Rights Watch",Other,"At least 3 Fulani herders were killed by Dozo hunters in the Ke-Macina area.",3,1550780198,MLI
2804926,466,MLI1368,1368.0,"19 February 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,2,MENASTREAM,Subnational,"One person was killed and 15 wounded when a bus hit an IED between Gossi and Hombori.",1,1548448863,MLI
2804927,466,MLI1369,1369.0,"19 February 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,MENASTREAM,Subnational,"4 MINUSMA peacekeepers were wounded when their vehicle hit an IED 50km south of Aguelhok.",0,1548448863,MLI
2804928,466,MLI1370,1370.0,"19 February 2017",2017,1,"Violence against civilians","Islamist Militia (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,1,MENASTREAM,Subnational,"2 people were abducted in Dialloube by suspected Islamist militants.",0,1548448863,MLI
2804956,466,MLI1366,1366.0,"18 February 2017",2017,1,Riots/Protests,"Protesters (Mali)",,6,,,0,60,"Western Africa",Mali,Tombouctou,Tombouctou,Tombouctou,Timbuktu,16.7705,-3.0056,1,MENASTREAM,Subnational,"People protested against the designations for the Interim Authorities in Timbuktu.",0,1548448863,MLI
3105603,466,MLI1365,1365.0,"18 February 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Tombouctou,Goundam,Tonka,Tonka,16.1289,-3.7478,1,MENASTREAM,Subnational,"An ambush in Tonka by unidentified assailants resulted in 5 soldiers injured and 1 killed. 2 later died of their injuries.",3,1550780198,MLI
3105605,466,MLI1367,1367.0,"18 February 2017",2017,1,"Violence against civilians","Islamist Militia (Mali)",,3,"Civilians (Mali)","Bozo Ethnic Group (Mali)",7,37,"Western Africa",Mali,Segou,Macina,Monimpebougou,Monimpebougou,14.1508,-5.5209,1,"MENASTREAM; Human Rights Watch",Other-subnational,"9 traders, most of whom were from the Bozo ethnic group, were killed by armed Islamist militants in the Monimpe area, near Macina. The attack is believed to be related to recent ethnic violence in the area.",9,1550780198,MLI
2805059,466,MLI1364,1364.0,"15 February 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Mopti,Douentza,Hombori,Hombori,15.279,-1.7004,2,MENASTREAM,Subnational,"4 soldiers were wounded when their vehicle hit an IED about 30km from Hombori.",0,1548448863,MLI
2805090,466,MLI1363,1363.0,"15 February 2017",2017,1,"Battle-No change of territory","Vigilante Militia (Mali)",,4,"Unidentified Armed Group (Mali)",,3,34,"Western Africa",Mali,Tombouctou,Gourma-Rharous,Gossi,Gossi,15.8196,-1.2911,1,MENASTREAM,Subnational,"Local youths in Gossi captured bandits in their area and handed them over to Malian soldiers.",0,1548448863,MLI
3105619,466,MLI1361,1361.0,"12 February 2017",2017,2,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Islamist Militia (Mali)",,3,13,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,2,RFI,International,"One militant was killed and 20 arrested during a Malian military operation in the Dialloube area that Ansar Dine affiliated militants are reported to frequent. Other people have also been reported missing following the operation.",1,1550780198,MLI
3105620,466,MLI1362,1362.0,"12 February 2017",2017,1,"Violence against civilians","Dozo Militia",,4,"Civilians (Mali)","Fulani Ethnic Militia (Mali)",7,47,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,"Nord Sud Journal; AfrikInfos.net; Xinhua News Agency - French; AFP -- English; AFP; HRW",Other-subnational,"8 Fulani villagers were killed ic Ke-Macina commune, including 6 in Fokobougou, 1 in Diawaribougou, and 1 in Nawel-Baba, by members of the Bambara ethnic group after a Bambara trader was killed in Diawaribougou the day before. The violence was stopped by Malian soldiers who intervened, but shortly after more people were reported killed. The final fatality count was at least 21 killed. Other sources say as many as 32 more were killed. At least 16 people were reported injured.",21,1550780198,MLI
3105623,466,MLI1358,1358.0,"11 February 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Djenne,"Djenne Commune",Djenne,13.9045,-4.5599,2,MENASTREAM,Subnational,"Unidentified assailants opened fire on 2 agents of the Water & Forests Department between Timissa and Djenne, injuring one.",0,1550780198,MLI
3105626,466,MLI1360,1360.0,"11 February 2017",2017,1,"Violence against civilians","Fulani Ethnic Militia (Mali)","Herders (Mali)",4,"Civilians (Mali)","Bambara Ethnic Group (Mali)",7,47,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,"Nord Sud Journal; HRW",Other-subnational,"Alleged Peuhl Islamist fighters killed a Bambara shopkeeper near the town of Ke-Macina",1,1550780198,MLI
3105629,466,MLI1359,1359.0,"11 February 2017",2017,1,"Violence against civilians","Military Forces of Mali (2013-)",,1,"Civilians (Mali)",,7,17,"Western Africa",Mali,Mopti,Mopti,Dialloube,Dialloube,15.0191,-4.2324,1,"Nordf Sud Journal",Other-subnational,"Malian military forces allegedly killed 4 unarmed villagers and arrested several others in Dialloube village. The area is known for being frequented by militants, including Ansar Dine affiliates.",4,1550780198,MLI
2805307,466,MLI1355,1355.0,"10 February 2017",2017,1,"Strategic development","GATIA: Imghad Tuareg and Allies Self-Defense Group",,3,,,0,30,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,RFI,International,"Looting: The CMA has accused GATIA of stealing their vehicles in the Menaka area and subjecting residents fo violence. GATIA rejected the claims of violence done to the population. The Malian government confirmed the thefts of vehicles but not the violence.",0,1548448863,MLI
2805308,466,MLI1357,1357.0,"10 February 2017",2017,1,"Strategic development","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,2,Menastream,Subnational,"Property destruction: 4 trucks chartered by MINUSMA were reportedly burned between Boni and Hombori by unidentified gunmen. There were no reports of clashes or injuries.",0,1548448863,MLI
3105636,466,MLI1356,1356.0,"10 February 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)","Military Forces of France",1,13,"Western Africa",Mali,Gao,Ansongo,Ansongo,Ansongo,15.6597,0.5022,1,MENASTREAM,Subnational,"A Malian military officer was shot 4 times by unidentified assailants and evacuated by French Barkhane troops. He later died of his injuries.",1,1550780198,MLI
3147027,466,MLI1354,1354.0,"09 February 2017",2017,1,Riots/Protests,"Rioters (Mali)",,5,,,0,50,"Western Africa",Mali,Bamako,Bamako,"Commune VI",Senou,12.5207,-7.9293,1,MENASTREAM,Subnational,"Violent protests were reported in Senou, just outside Bamako, where a crowd threatened to burn down the mayor's office. It was not reported what the people were protesting.",0,1551130534,MLI
2805438,466,MLI1353,1353.0,"08 February 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Tombouctou,Goundam,"Goundam Commune",Goundam,16.4167,-3.6667,2,"Maghreb Emergent (French)",Regional,"A Malian soldier was killed and 4 others wounded when his vehicle hit a mine on the Goundam-Timbuktu road.",1,1548448863,MLI
2805408,466,MLI1352,1352.0,"08 February 2017",2017,1,"Violence against civilians","Katiba Macina",,2,"Civilians (International)","Civilians (Colombia)",7,27,"Western Africa",Mali,Sikasso,Koutiala,"Koutiala Commune",Koutiala,12.3917,-5.4642,1,"AFP -- English; AFP",International,"A Colombian nun was kidnapped by suspected FLM gunmen near Koutiala in the Sikasso region. The Colombian government claimed the FLM was responsible in April 2017.",0,1548448863,MLI
2805585,466,MLI1351,1351.0,"05 February 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,2,MENASTREAM,Subnational,"4 Chadian MINUSMA peacekeepers were wounded after their vehicle hit an IED on the Aguelhok-Tessalit road.",0,1548448863,MLI
3105667,466,MLI1348,1348.0,"04 February 2017",2017,1,"Battle-No change of territory","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Gao,Menaka,Menaka,Menaka,15.9182,2.4022,1,AFP,International,"4 Malian soldiers were killed and 3 wounded in an attack by an unidentified armed group on their positions in Menaka. At least 2 attackers were injured in the attack.",4,1550780198,MLI
3105668,466,MLI1349,1349.0,"04 February 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Police Forces of Mali (2013-) Gendarmerie",,1,13,"Western Africa",Mali,Mopti,Douentza,"Dangol Bore",Marina,15.1543,-3.4675,1,MENASTREAM,Subnational,"At least 2 gendarmes were killed and 3 people wounded, including 1 civilian, in an attack by unidentified assailants on a checkpoint in Marina, near Mopti.",2,1550780198,MLI
2805620,466,MLI1350,1350.0,"04 February 2017",2017,2,"Strategic development","Unidentified Armed Group (Mali)",,3,,,0,30,"Western Africa",Mali,Tombouctou,Niafunke,Souboundou,Niafounke,15.9322,-3.9906,1,Menastream,Subnational,"Property destruction: 3 trucks belonging to the French construction company SATOM were burned by unidentified gunmen in Niafunke.",0,1548448863,MLI
3105679,466,MLI1347,1347.0,"02 February 2017",2017,1,"Battle-No change of territory","Ansar Dine",,2,"Police Forces of Mali (2013-) Gendarmerie",,1,12,"Western Africa",Mali,Mopti,Tenenkou,"Tenenkou Commune",Tenenkou,14.4572,-4.9167,2,MENASTREAM,Subnational,"1 gendarmerie officer was killed and 2 injured in an attack on the Djiandiori-Tenenkou road. Ansar Dine claimed responsibility.",1,1550780198,MLI
3105680,466,MLI1345,1345.0,"01 February 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,1,Issalan,National,"3 people were injured in an attack by unidentified armed motorcycle riders on a market in the Zinda area of Gao.",0,1550780198,MLI
3105681,466,MLI1346,1346.0,"01 February 2017",2017,2,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Douentza,Mondoro,Mondoro,14.6762,-1.9513,1,MENASTREAM,Subnational,"The mayor of Mondoro was killed by unidentified assailants.",1,1550780198,MLI
3105687,466,MAG1035,1035.0,"31 January 2017",2017,1,"Battle-No change of territory","Ansaroul Islam",,2,"Dogon Ethnic Militia (Mali)",,4,24,"Western Africa",Mali,Mopti,Douentza,Mondoro,Douna,15.11,-1.735,2,Menastream,Other-subnational,"Clashes between presumed Ansaroul Islam members and Dogon militia on the outskirts of Douna, Mopti not far from the Burkina Faso border, one Dogon killed and Dogon militia forced to retreat.",1,1550780198,MLI
3105694,466,MLI1343,1343.0,"30 January 2017",2017,1,"Battle-No change of territory","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Mopti,Mopti,Sio,Somadougou,14.2846,-4.0647,1,Issalan,National,"Unidentified gunmen attacked a checkpoint in the Somadougou area. 2 civilians were wounded after the attack.",0,1550780198,MLI
3105696,466,MLI1344,1344.0,"30 January 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)",,7,37,"Western Africa",Mali,Mopti,Koro,Dinangourou,Dinangorou,14.451,-2.2442,1,Issalan,National,"A local official was killed by unidentified armed assailants in Dinangourou.",1,1550780198,MLI
3105706,466,MLI1342,1342.0,"28 January 2017",2017,1,"Violence against civilians","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Government of Mali (2013-)",7,37,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,1,"Human Rights Watch",Other,"The mayor of Mondoro was killed in front of his home in Douentza by unidentified assailants.",1,1550780198,MLI
2805977,466,MLI1341,1341.0,"27 January 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,MENASTREAM,Subnational,"A MINUSMA vehicle hit a IED while traveling along the Gao-Gossi road, causing no injuries.",0,1548448864,MLI
3147047,466,MLI1339,1339.0,"24 January 2017",2017,1,Riots/Protests,"Rioters (Mali)",,5,,,0,50,"Western Africa",Mali,Bamako,Bamako,"Commune V",Djikoroni,12.5997,-8.0139,1,PANAPRESS,Regional,"An angry mob ransacked and looted the shop of an alleged confessed murderer in the Djikoroni Para district of Bamako.",0,1551130534,MLI
2806113,466,MLI1340,1340.0,"24 January 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2013-)",,1,13,"Western Africa",Mali,Mopti,Douentza,"Douentza Commune",Douentza,14.9951,-2.9517,2,MENASTREAM,Subnational,"1 Malian soldier was killed and others wounded in an IED attack on the Hombori-Douentza road.",1,1548448864,MLI
2948695,466,MLI1338,1338.0,"23 January 2017",2017,1,"Remote violence","Unidentified Armed Group (Mali)",,3,"MINUSMA: United Nations Multidimensional Integrated Stabilization Mission in Mali (2013-)",,8,38,"Western Africa",Mali,Kidal,Tessalit,Adjelhoc,Aguelhok,19.4695,0.856,1,"Maghreb Emergent (French)",Regional,"A MINUSMA peacekeeper was killed in a mortar attack on a UN camp in Aguelhok. 2 other peacekeepers were seriously injured in the attack.",1,1548886562,MLI
2806205,466,MLI1336,1336.0,"22 January 2017",2017,1,"Remote violence","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Gao,Gao,Gao,Gao,16.2717,-0.0447,2,PANAPRESS,Regional,"3 Malian soldiers were killed by a landmine while traveling on the Gao-Gossi axis.",3,1548448864,MLI
2806206,466,MLI1337,1337.0,"22 January 2017",2017,1,"Strategic development","Unidentified Armed Group (Mali)",,3,,,0,30,"Western Africa",Mali,Segou,Macina,Macina,Ke-Macina,13.9641,-5.3579,2,Menastream,Subnational,"Property destruction: Unknown gunmen entered a Chinese-owned entreprise 10km away from Ke-Macina and damaged 5 vehicles.",0,1548448864,MLI
2770724,466,MLI1334,1334.0,"21 January 2017",2017,2,"Remote violence","Military Forces of Mali (2013-)",,1,"Unidentified Armed Group (Mali)",,3,13,"Western Africa",Mali,Segou,Niono,Diabaly,Diabaly,14.68,-6.016,1,RFI,International,"3 Malian soldiers were killed in a landmine explosion in the Diabaly area.",3,1548448829,MLI
